SMILES,Cluster_at_cutoff_0.2,Cluster_at_cutoff_0.3,Cluster_at_cutoff_0.25,Cluster_at_cutoff_0.35,Cluster_at_cutoff_0.4,Cluster_at_cutoff_0.45,Cluster_at_cutoff_0.5,Cluster_at_cutoff_0.55,Cluster_at_cutoff_0.6,Cluster_at_cutoff_0.65,Cluster_at_cutoff_0.75,Cluster_at_cutoff_0.7,Cluster_at_cutoff_0.8,Cluster_at_cutoff_0.85,Cluster_at_cutoff_0.9,Cluster_at_cutoff_0.95,Cluster_at_cutoff_0.99
CN(CCc1ccccc1)CC1CCCN1c1ccccc1.O=C(O)C=CC(=O)O,1235,1886,2133,1347,2190,1870,1689,1588,704,1113,8,123,1,1,0,0,0
CN(Cc1ccccc1)CC1CCCN1c1ccccc1.O=C(O)C=CC(=O)O,21612,6673,22677,1347,2190,1870,1444,1588,704,1113,8,77,1,0,0,0,0
CN(CCCc1ccccc1)CC1CCCN1c1ccccc1.O=C(O)C=CC(=O)O,1235,1886,2133,1347,2190,1870,1689,1588,1655,1113,8,123,1,0,0,0,0
CN(CCCc1ccccc1)CC1CCCN1c1ccccc1.Cl,1235,1886,2133,1347,2190,1870,1689,943,704,1113,4,1587,4,1,0,0,0
Cl.NCC1CCCN1c1cccc2ccccc12,21611,23545,22676,24062,23845,22980,6965,6416,704,1113,47,631,28,8,0,0,0
Cl.NCC1CCCN1c1ccc2ccccc2c1,21610,23544,22675,24061,23844,22979,1237,943,704,1113,184,221,315,49,0,0,0
Cl.NCC1CCCN1c1ccccc1,21609,23543,22674,24060,4233,2372,1237,943,704,1113,106,1587,4,1,0,0,0
Cl.c1ccc(CCCCNCC2CCCN2c2ccccc2)cc1,3154,6671,4821,1346,2189,1185,1444,1588,704,1113,4,1587,4,1,0,0,0
O=C(O)C=CC(=O)O.c1ccc(CCNCC2CCCN2c2ccccc2)cc1,21608,6672,22673,1346,2189,1185,1444,1588,704,1113,25,123,1,1,0,0,0
O=C(O)C=CC(=O)O.c1ccc(CNCC2CCCN2c2ccccc2)cc1,21607,6672,22672,1346,2189,1185,1444,1588,704,1113,15,839,1,0,0,0,0
Cl.c1ccc(CCCNCC2CCCN2c2ccccc2)cc1,3154,6671,4821,1346,2189,1185,1444,943,704,1113,4,1587,4,1,0,0,0
CCCc1cccc(N2CCCC2CN)c1.O=C(O)C=CC(=O)O,21606,3323,2134,2962,2987,4057,1237,2050,704,1113,64,1587,1,0,0,0,0
Cl.NCC1CCCN1c1cccc(C(F)(F)F)c1,21605,23542,22671,24059,4234,4058,1237,943,704,1113,51,72,144,3,0,0,0
COc1ccc(C(=C(c2ccccc2)[N+](=O)[O-])c2ccc(OCCN3CCCC3)cc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,21604,23541,22670,24058,23843,22978,21287,19402,10265,231,1,316,2,1,0,0,0
CCCC1(c2cccc(OC)c2)CCNC1,21603,23540,22669,24057,23842,12095,13146,13179,11617,1086,1466,1283,8,16,0,0,0
CN1CCCC1,1234,1885,1129,2961,4232,5552,4309,5104,3206,2990,710,2235,903,3,8,0,0
CC(c1ccccc1)N1CCCC1.Cl,21602,23539,22668,8805,6494,5553,4310,3335,345,263,1,44,1,0,0,0,0
CC(CC(c1cccs1)c1cccs1)C1CCCN1.Cl,21601,6670,4820,8804,10753,12094,13145,13178,6109,4258,2151,5076,152,15,0,0,0
Cc1ccc2c(c1)C1(OCCN3CCCC3)CCC2c2ccccc21.Cl,21600,579,325,1094,1614,850,2839,765,778,1187,1357,934,112,3,0,0,0
CN1CCCC1.Cl,1234,1885,1129,2961,4232,5552,4309,5104,3206,2990,710,2235,903,3,8,0,0
CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1.O=C(O)C(O)C(O)C(=O)O,3153,6669,4819,8803,10752,12093,9380,10033,5371,46,5,204,1,0,0,0,0
CN1CCCC1=Nc1ccc([N+](=O)[O-])cc1,21599,23538,22667,1688,1958,2185,2216,1717,1546,1860,13,12,21,12,0,0,0
COc1cc(-c2nc3ccccc3c(=O)n2C(CC(C)C)C(=O)N2CCCC2)cc(OC)c1OC,3152,1884,4818,2960,936,826,1235,1141,1353,303,84,498,13,0,0,0,0
Cc1ccc(NC(=O)Nc2ccc(OCC(=O)N3CCCC3)cc2)cc1,21598,3322,2132,4866,6493,515,590,710,669,724,11,56,7,2,0,0,0
CC(C)CC(c1ccccc1)N1CCCC1.Cl,3151,6668,4817,8802,1616,2371,342,417,345,263,1,46,1,0,0,0,0
CN1CCCC1=Nc1ccccc1,21597,1538,22666,1688,1958,2185,2223,1717,1546,1860,269,686,27,0,0,0,0
CN1CCC(Cc2ccccc2)(c2cccs2)C1.O=C(O)C=CC(=O)O,21596,23537,22665,24056,23841,22977,9375,10032,8551,5061,5,123,1,0,0,0,0
CC1(c2cccs2)CCN(Cc2ccccc2)C1.O=C(O)C(=O)O,21595,23536,22664,24055,23840,12092,13144,13177,5370,61,18,100,1,0,0,0,0
CCCC1(c2ccccc2)CCN(C)C1,21594,23535,22663,24054,23839,2536,6964,6415,7232,1342,5,189,17,0,0,0,0
C=CCC1(c2cccs2)CCN(C)C1.O=C(O)C(=O)O,21593,23534,22662,24053,23838,22976,9375,10032,8551,5061,663,869,1,0,0,0,0
CC#CC1(OCC(COCC(C)C)N2CCCC2)CCCCC1.Cl,21592,23533,22661,24052,23837,22975,21286,19401,16836,13431,4094,1808,1968,16,6,0,0
O=C(O)C(=O)O.c1ccc2c(CC(COCCN3CCCC3)CC3CCCO3)cccc2c1,1233,3321,2131,2959,2188,1066,1313,692,776,763,1,558,1,0,0,0,0
CCC(C)C(C=NCC(CCN1CCCC1)(c1cccc2ccccc12)C(C)CC)(CCN1CCCC1)c1cccc2ccccc12,1232,3320,2130,2958,750,827,817,758,551,96,99,91,159,6,0,0,0
CCCCC(C=NCC(CCCC)(CCN1CCCC1)c1cccc2ccccc12)(CCN1CCCC1)c1cccc2ccccc12,228,505,279,689,749,690,554,620,196,285,99,91,159,25,0,0,0
CC(C)CC(C=NCC(CCN1CCCC1)(CC(C)C)c1cccc2ccccc12)(CCN1CCCC1)c1cccc2ccccc12,3150,6667,4816,689,749,690,123,219,130,87,99,91,159,25,2,0,0
CC(C)C(C=NCC(CCN1CCCC1)(c1cccc2ccccc12)C(C)C)(CCN1CCCC1)c1cccc2ccccc12,1231,3319,2129,2958,750,227,817,758,130,87,99,91,159,3,2,0,0
CCCC(C=NCC(CCC)(CCN1CCCC1)c1cccc2ccccc12)(CCN1CCCC1)c1cccc2ccccc12,228,505,279,689,749,690,123,620,196,285,99,91,159,6,4,0,0
C(=NCC(CCN1CCCC1)(CCN1CCCC1)c1cccc2ccccc12)C(CCN1CCCC1)(CCN1CCCC1)c1cccc2ccccc12,228,505,279,689,749,690,123,219,196,285,99,91,159,25,4,0,0
O=NN1CCCC1,21591,2069,1264,2957,4231,4056,5418,3810,4228,3683,3016,3426,903,217,8,0,0
O=C(C=Cc1ccccc1)c1ccccc1OCCCC(=O)N1CCCC1C(=O)N1CCCC1,21590,23532,22660,24051,23836,4055,4308,6414,3281,2960,1215,673,2,1,0,0,0
COc1cc(-c2nc3ccccc3c(=O)n2C(C)C(=O)N2CCCC2)cc(OC)c1OC,3149,717,2699,950,936,826,1235,356,342,303,21,498,13,0,0,0,0
O=C(C1CCCN1C(=O)CCCOc1ccccc1)N1CCCC1,21589,23531,22659,24050,4230,4055,4308,6414,3281,2960,87,3572,4,0,0,0,0
O=C(Cn1c(COc2ccccc2)nc2ccccc2c1=O)N1CCCC1,3148,1248,2128,1345,2187,1869,1730,1141,1353,951,21,293,13,0,0,0,0
O=C(C1CCCN1C(=O)CCCOc1ccccc1CCc1ccccc1)N1CCCC1,21588,23530,22658,4865,4230,4055,4308,3274,3281,2960,128,185,2,1,0,0,0
C=CCOc1ccccc1CCCC(=O)N1CCCC1C(=O)N1CCCC1,21587,23529,22657,4865,4230,4055,4308,6414,3281,2960,360,4789,4,1,0,0,0
C=CCc1ccccc1OCCCC(=O)N1CCCC1C(=O)N1CCCC1,21586,23528,22656,4865,4230,4055,4308,6414,3281,2960,360,4789,2,7,0,0,0
COc1cc(-c2nc3ccccc3c(=O)n2CC(=O)N2CCCC2)cc(OC)c1OC,3147,3265,4815,4821,6456,5551,5417,1141,1353,1168,21,310,13,0,0,0,0
CC(C)C(=O)C(C)(C)CN1CCCC1,21585,23527,22655,24049,23835,22974,21285,19400,16835,3432,496,4341,81,37,0,0,0
CN1C(C)(C)CCC1(C)C,21584,23526,22654,24048,23834,7877,9374,4510,2975,3431,2497,3299,1576,430,34,0,0
c1ccc(OCc2ccc(CCCN3CCCC3)cc2)cc1,3146,1145,2127,591,810,844,727,570,562,347,1,87,4,0,0,0,0
NC(Cc1ccccc1)C(=O)N1CCCC1,3145,6666,4814,8801,10751,12091,9373,310,5369,790,1,9,0,0,0,0,0
O=C(Nc1ccccc1)Nc1ccc(OCC(=O)N2CCCC2)cc1,21583,3322,2132,4866,6493,515,590,710,669,724,6,7,7,0,0,0,0
CCCC(c1ccccc1)N1CCCC1.Cl,3144,3318,2126,953,415,308,342,417,345,94,1,44,1,0,0,0,0
C(=Cc1ccccc1OCCCCN1CCCC1)c1ccccc1.Cl,1230,1883,1128,1942,1714,2370,2925,3457,1989,1717,1,673,1,0,0,0,0
O=C(CNc1ccccc1)N1CCCC1,21582,6665,22653,8800,10750,12090,9372,6413,3953,724,1,7,1,0,0,0,0
c1ccc(-c2oc3ccc4ccccc4c3c2-c2ccc(OCCN3CCCC3)cc2)cc1,21581,23525,22652,24047,23833,22973,21284,19399,16834,2961,213,1157,112,1,0,0,0
CCCCC(c1ccccc1)N1CCCC1.Cl,3143,3318,2126,953,775,308,342,417,345,263,1,44,1,0,0,0,0
O=C(O)C(=O)O.c1ccc(SC(CCN2CCCC2)c2ccccc2)cc1,3142,3680,4813,3203,4229,5550,5416,4400,179,94,1,2,1,0,0,0,0
Cl.O=S(CCN1CCCC1)c1ccccc1,3141,6664,4812,8799,10749,5432,6845,6333,5329,6,1,2,1,0,0,0,0
O=C(O)C=CC(=O)O.c1ccc(Sc2ccccc2CN2CCCC2)cc1,3140,1882,1127,2956,3166,1944,386,435,429,445,1,179,1,0,0,0,0
c1ccc(C2(N3CCCC3)C3CC4CC(C3)CC2C4)cc1,3139,6663,4811,4864,6492,7876,9371,10031,10264,8709,136,3743,66,6,0,0,0
NC(=O)C(CC(O)c1ccc(Cl)cc1)CN1CCCC1,21580,23524,22651,2955,2984,3096,4307,5264,5368,3389,94,475,9,0,0,0,0
O=C(NCc1ccccc1)C(CC(O)c1ccc(Cl)cc1)CN1CCCC1,21579,23523,22650,24046,2984,3096,4307,5264,5368,3389,103,23,1,0,0,0,0
Cc1cccc(C)c1NC(=O)C(CN1CCCC1)N1CCCC1,21578,23522,22649,24045,10748,2834,2241,726,56,20,16,13,7,0,0,0,0
Cc1ccc2c(c1)C1(C)CCC(=O)C(NC(=O)CCN3CCCC3)C1O2.Cl,1229,1144,1126,1941,2986,4054,5415,6412,7231,7535,892,4825,7,1,0,0,0
Cl.O=C(CCN1CCCC1)Nc1c2c(cc3c1CCC3)CCC2,3138,3317,2125,3416,4228,3097,1966,1407,488,728,16,2,7,3,1,0,0
CC(CN1CCCC1)C(=O)Nc1cc(-c2ccccc2)no1,3137,3316,2124,4863,4227,2369,2838,1619,1695,853,103,806,1,0,0,0,0
CC(CC(=O)Nc1cc(-c2ccccc2)no1)N1CCCC1.Cl,3136,3315,2123,4862,4516,2369,1998,1619,916,853,217,108,1,0,0,0,0
O=C(CCN1CCCC1)Nc1cc(-c2ccccc2)no1,21577,23521,22648,24044,4227,2369,2838,1619,1695,728,1,2,1,0,0,0,0
Cl.Cl.Clc1ccc(Sc2cc(Cl)ccc2NCCCN2CCCC2)cc1.Clc1ccc(Sc2cc(Cl)ccc2NCCCN2CCCC2)cc1.O,1228,3314,2122,3201,2985,3227,3458,3792,3728,3388,34,120,9,3,1,0,0
NNC(=O)C(CC(O)c1ccc(Cl)cc1)CN1CCCC1,3135,6662,4810,2955,2984,3096,4307,5264,5368,3389,94,120,5,0,0,0,0
CC(C)=NNC(=O)C(CC(O)c1ccc(Cl)cc1)CN1CCCC1,21576,23520,22647,2955,2984,3096,4307,5264,5368,3389,129,120,9,3,0,0,0
C=C1C(=O)NC(=O)C1CCC(=O)O,21575,23519,22646,24043,23832,22972,21283,19398,16833,13430,4797,9812,1429,68,0,0,0
CN1C2CCC1CC(OC(=O)CCN1CCCC1)C2.Cl.Cl,3134,3313,4809,2221,3293,3357,3270,443,276,18,58,49,9,26,0,0,0
COC(=O)C(CN1CCCC1)c1ccc([N+](=O)[O-])cc1,21574,23518,22645,24042,23831,22971,21282,19397,12651,1699,13,475,7,0,0,0,0
OCCCN1CCCC1,3133,6661,4808,8798,3140,1934,4306,416,404,217,119,270,9,3,8,0,0
CC(CN1CCCC1)C(O)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.Cl,21573,23517,22644,24041,23830,22970,259,2358,97,46,51,1888,7,3,0,0,0
CC(CN1CCCC1)C(O)(c1ccccc1Cl)c1ccccc1Cl.Cl,21572,23516,22643,24040,4226,514,259,2358,97,46,16,180,7,1,0,0,0
Br.CC(CN1CCCC1)C(O)(c1cccc(F)c1)c1cccc(F)c1,21571,23515,22642,24039,10747,514,259,2358,97,46,51,429,7,3,0,0,0
Br.COc1cccc(C(O)(c2cccc(OC)c2)C(C)CN2CCCC2)c1,21570,23514,22641,24038,10747,514,259,2358,97,46,20,429,7,1,0,0,0
Br.COc1ccccc1C(O)(c1ccccc1OC)C(C)CN1CCCC1,21569,23513,22640,24037,4226,5549,5414,2739,97,46,44,429,2,1,0,0,0
Br.Cc1ccccc1C(O)(c1ccccc1C)C(C)CN1CCCC1,21568,23512,22639,24036,4226,5549,259,2358,97,46,103,429,7,0,0,0,0
CC(CN1CCCC1)C(O)(c1ccccc1C(F)(F)F)c1ccccc1C(F)(F)F.Cl,21567,23511,22638,24035,4226,5549,259,2358,97,46,51,429,7,3,0,0,0
OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,357,765,667,1344,1265,683,649,113,249,132,1,2,1,0,0,0,0
Cl.OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,357,765,667,1344,1265,683,649,113,249,132,1,2,1,0,0,0,0
C[N+]1(CCC(O)(c2ccccc2)C2CCCCC2)CCCC1.[I-],623,1878,1122,1343,1613,683,649,669,249,712,172,53,0,0,0,0,0
Br.CC(C)(CN1CCCC1)C(O)(c1ccccc1)c1ccccc1,21566,23510,22637,24034,23829,22969,1238,7888,809,46,12,11,9,0,0,0,0
CC1CCCN1CC(C)C(O)(c1ccccc1)c1ccccc1.Cl,21565,23509,22636,24033,23828,514,259,175,97,46,12,222,4,0,0,0,0
CCOCC(CN1CCCC1)C(O)(c1ccccc1)c1ccccc1.Cl,21564,1143,4807,952,1197,1509,259,1587,97,46,12,44,0,0,0,0,0
CCC(CN1CCCC1)C(O)(c1ccccc1)c1ccccc1.Cl,21563,23508,22635,952,1197,514,259,1587,97,46,1,28,0,0,0,0,0
Cl.OC(CCN1CCCC1)(c1ccccc1)c1ccccc1,1227,1246,1262,688,424,347,266,113,30,46,1,2,1,0,0,0,0
CC(C)COCC(CN1CCCC1)C(O)(c1ccccc1)c1ccccc1.Cl,21562,1143,4807,952,1197,1509,259,1587,97,46,12,44,6,0,0,0,0
CC(C)C(CN1CCCC1)C(O)(c1ccccc1)c1ccccc1.Cl,21561,23507,22634,24032,1612,514,259,1587,97,46,1,44,1,0,0,0,0
COCC(CN1CCCC1)C(O)(c1ccccc1)c1ccccc1.Cl,3132,1143,4806,952,1197,514,259,1587,97,46,1,11,0,0,0,0,0
CC(CN1CCCC1)C(O)(c1ccccc1)c1ccccc1.Cl,1226,966,1125,1342,1612,514,259,175,97,46,1,11,1,0,0,0,0
CC(CC(O)(c1ccccc1)c1ccccc1)N1CCCC1.Cl,21560,23506,22633,24031,23827,22968,2215,777,97,46,1,28,0,0,0,0,0
CC(C[N+]1([O-])CCCC1)C(O)(c1ccccc1)c1ccccc1.Cl,21559,23505,22632,24030,23826,22967,21281,175,97,46,172,222,0,0,0,0,0
Cl.OC(c1ccccc1)(c1ccccc1)C(COc1ccccc1)CN1CCCC1,3131,6660,4805,952,1197,1509,2837,1587,97,46,1,429,8,0,0,0,0
CC(CN1CCCC1(C)C)C(O)(c1ccccc1)c1ccccc1.Cl,21558,23504,22631,24029,23825,514,259,175,97,46,12,222,19,0,0,0,0
Br.CC1CCC(C)N1CC(C)C(O)(c1ccccc1)c1ccccc1,21557,23503,22630,24028,10746,5548,259,175,97,46,12,222,6,0,0,0,0
Br.CC(CN1CCCC1)C(O)(c1cccs1)c1cccs1,21556,23502,22629,24027,23824,22966,259,2358,97,46,103,1888,7,3,0,0,0
COc1ccc(C(O)C(CN2CCCC2)c2ccccc2)cc1F.Cl,1225,1881,1124,2954,4225,5547,5413,4399,4713,957,1,44,1,0,0,0,0
COc1ccccc1OC1CCN(CCCO)C1,21555,23501,22628,24026,2186,981,1443,1140,1222,2132,12,1467,2,0,0,0,0
COc1ccccc1OC1CCN(CCCOC(=O)c2ccccc2)C1.O=C(O)C(=O)O,3130,3312,4804,2953,2186,981,1443,1140,32,170,0,1,0,0,0,0,0
COc1ccccc1OC1CCN(CCCOC(=O)Nc2ccccc2)C1.O=C(O)C=CC(=O)O,21554,23500,22627,4861,1615,981,1443,1140,1222,680,12,123,1,0,0,0,0
CNC(=O)OCCCN1CCC(Oc2ccccc2OC)C1.O=C(O)C(=O)O,21553,3312,22626,2953,2186,981,1443,1140,1222,2132,12,1467,1,0,0,0,0
COc1ccccc1OC1CCN(CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)C1.O=C(O)C=CC(=O)O,21552,23499,22625,2953,1615,981,1443,1140,1222,30,3,3,1,0,0,0,0
O=C(CCN1CCCC1)Nc1ccc(Cl)cc1Sc1ccc(Cl)cc1,3129,6659,4803,5307,4224,5546,3458,3792,3728,3388,156,258,7,3,1,0,0
CCOC(=O)CCN1CCCC1,21551,6658,4802,8797,6491,7875,571,711,338,100,1,2,2,0,0,0,0
N#CCCN1CCCC1,1224,3311,2121,4860,4223,3095,2363,2098,2182,2131,119,270,9,44,8,0,0
CCCC(Cc1ccccc1)N1CCCC1,3128,6657,4801,8796,10745,4263,3586,3797,543,263,4,9,4,0,0,0,0
CCCC(Cc1ccccc1)N1CCCC1.Cl,3128,6657,4801,8796,10745,4263,3586,3797,543,263,4,9,4,0,0,0,0
CCCN1C(C)(C)CCC1(C)C,21550,23498,22624,24025,23823,22965,9376,7889,8552,8470,2497,6434,751,137,6,0,0
O=C(O)CC(C(=O)O)N1CCCC1,21549,23497,22623,24024,23822,22964,12886,572,666,640,838,3851,499,117,8,0,0
CC1CCN(C(CC(=O)O)C(=O)O)C1,21548,23496,22622,24023,23821,22963,21280,13176,12650,11183,3259,5062,63,73,0,0,0
CN1CC(CNS(=O)(=O)N2CCCC2)C=C2c3cccc4c3c(cn4C)CC21,3127,6656,4800,8795,3136,2833,2015,2503,2262,2634,2238,3716,836,3,4,0,0
CN1CC(CNS(=O)(=O)N2CCCCC2)C=C2c3cccc4c3c(cn4C)CC21,3127,6656,4800,8795,3136,2833,2015,2503,2262,2634,2238,3716,836,3,4,0,0
CC1(C)CCC(C)(C)N1,21547,23495,22621,8794,1263,4053,2014,2808,4211,4634,1840,4093,1269,277,34,0,0
S=C1CCC(N2CCN(c3ccccc3)CC2)N1,21546,23494,22620,24022,413,343,396,619,1993,537,105,162,8,3,0,0,0
Cc1ccc(C(C)C)c(OCCOCCOCCOCCN2CCCC2)c1,356,294,278,549,939,957,478,331,232,283,174,50,81,2,0,0,0
Cc1ccc(C(C)C)c(OCCOCCOCCN2CCCC2)c1,356,294,278,549,939,957,478,331,232,283,174,50,81,2,0,0,0
Cc1ccc(C(C)C)c(OCCOCCN2CCCC2)c1,356,294,278,549,939,957,478,331,232,283,174,50,2,2,0,0,0
CCCC(c1ccc(C)cc1)N1CCCC1.Cl,21545,23493,22619,691,415,308,342,571,587,263,283,500,7,0,0,0,0
CCOC(=O)C1C(=O)NC(C(=O)OCC)(C(=O)OCC)C1CC(C)C,21544,23492,22618,24021,23820,22962,21279,19396,16832,11182,4630,8733,204,0,0,0,0
FC(F)(F)c1cccc(C(OCCN2CCCC2)c2ccccc2)c1.O=C(O)C=CC(=O)O,3126,6655,4799,5371,10744,195,65,46,34,26,1,10,1,0,0,0,0
COc1cc(C(=O)N2CCCC2)cc(OC)c1OC,625,391,666,687,150,156,100,60,40,30,3,3,14,2,0,0,0
COc1cc(COCCN2CCCC2)cc(OC)c1OC,3125,3310,4798,4859,6490,7874,2125,3196,1656,23,1,111,2,2,0,0,0
COc1cc(C=CC(=O)N2CCCC2)cc(OC)c1OC,3124,1880,4797,1511,1196,200,181,279,265,148,104,114,14,2,0,0,0
COc1cc(C(=S)N2CCCC2)cc(OC)c1OC,1223,3309,2120,1189,648,621,816,569,40,30,3,22,14,2,0,0,0
O=C(O)CCC(NC(=O)c1ccccc1)C(=O)N1CCCC1,3123,3308,4796,4858,6489,7873,6963,2484,895,790,41,445,0,0,0,0,0
COc1ccc(CN2CCCC2)cc1OC.Cl,21543,23491,22617,8793,985,716,666,739,250,211,29,75,8,1,0,0,0
C=CC1(N2CCCC2)CCCCC1,3122,6654,4795,8792,10743,12089,13143,13175,12649,4289,3185,2315,1298,217,8,4,0
Cc1cccc(C)c1NCC(=O)N1CCCC1,21542,23490,22616,24020,23819,22961,21278,6413,56,20,16,236,7,0,0,0,0
CC(=O)OC1CC[N+](C)(Cc2ccccc2)C1.[Br-],21541,23489,22615,24019,23818,1868,9370,2049,8550,3680,15,1025,0,0,0,0,0
N[N+]1(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CCCC1.[Br-],3121,3307,2119,4857,46,17,25,45,61,72,93,106,165,12,0,0,0
C[N+]1(CCCCN2CC3CCCC(C3)C2)CCCC1.[I-],21540,6653,4794,4856,6488,5545,2239,1395,2165,278,492,273,732,204,0,0,0
C[N+]1(CCN2CC3CCCC(C3)C2)CCCC1.[I-],21539,23488,22614,4856,6488,5545,9369,6411,2165,1785,492,2223,732,204,8,0,0
C[N+]1(CCCN2CC3CCCC(C3)C2)CCCC1.[I-],21538,6653,4794,4856,6488,5545,2239,1395,2165,1785,172,273,732,191,8,0,0
C[N+]1(CCOc2cccc3c2OCCO3)CCCC1.[I-],1222,3306,2118,4855,6487,750,784,936,1336,1352,172,2198,163,17,0,0,0
C[N+]1(Cc2ccccc2)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1.[Br-],21537,6651,22613,951,1610,1868,246,142,119,118,12,53,27,0,0,0,0
C[N+]1(Cc2ccccc2)CCC(OC(=O)C(c2ccccc2)C2CCCCC2)C1.[Br-],21536,1876,22612,1938,2184,2368,1962,2049,112,982,1,1025,4,0,0,0,0
CC(COc1ccccc1Cc1ccccc1)[N+]1(C)CCCC1.[I-],21535,23487,22611,4854,6486,5544,401,1139,390,401,145,276,6,0,0,0,0
CC1CCC[N+]1(C)CC(=O)c1ccc(-c2ccc(C(=O)C[N+]3(C)CCCC3C)cc2)cc1.[Br-].[Br-],21534,23486,22610,24018,23817,22960,3457,3701,4133,3155,850,1887,423,5,0,0,0
CC1CC[N+](C)(CC(=O)c2ccc(-c3ccc(C(=O)C[N+]4(C)CCC(C)C4)cc3)cc2)C1.[Br-].[Br-],21533,23485,22609,8791,6485,5543,3457,3701,4133,3155,850,1887,238,5,0,0,0
C[N+]1(CC(=O)c2ccc(-c3ccc(C(=O)C[N+]4(C)CCCC4)cc3)cc2)CCCC1.[Br-].[Br-],3120,6652,4793,4853,4222,3356,3457,3701,4133,3155,39,1820,163,2,0,0,0
ClCC[N+]1(CCCl)CCCC1.[Cl-],21532,23484,22608,24017,10742,6890,6380,6008,5117,4731,2114,2116,463,226,24,4,0
CCCC[N+]1(C)CCCC1C(O)(Cc1ccccc1)Cc1ccccc1.[I-],21531,23483,22607,24016,23816,22959,21277,19395,16831,11181,172,5429,4,0,0,0,0
CCCC[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1.[Br-],21530,6651,22606,951,1610,1868,1965,142,119,118,12,53,4,0,0,0,0
C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCC1.[I-],624,1879,1123,2952,3133,4052,3580,596,261,53,0,108,0,0,0,0,0
C[N+](C)(C)CCOC(=O)C1CCC[N+]1(C)C.[I-].[I-],21529,23482,22605,24015,23815,22958,4283,10030,4114,3147,227,139,90,17,0,0,0
CCOC(=O)CC[N+]1(C)CCCC1.[I-],21528,23481,22604,24014,6484,7872,5412,3700,3280,307,59,142,0,0,0,0,0
COC(=O)CC[N+]1(C)CCCC1.[I-],21527,6650,4792,8790,6484,7872,5412,3700,3280,2409,36,273,163,37,0,0,0
CCOC(=O)C[N+]1(C)CCCC1.[I-],21526,23480,22603,24013,23814,12088,6962,3700,3280,1817,0,1820,0,0,0,0,0
COC(=O)C[N+]1(C)CCCC1.[I-],21525,23479,22602,24012,23813,12088,5412,10029,7230,2409,36,1820,36,41,0,0,0
CC[N+]1(C)CCCC1CNC(=O)c1cc(Cl)c(O)cc1OC.[Br-],21524,23478,22601,24011,23812,22957,13142,13174,12648,9599,411,4788,49,1,0,0,0
C[N+]1(C2CCCCC2)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1.[Br-],21523,23477,22600,951,1610,1868,246,142,119,118,12,53,26,0,0,0,0
C[N+]1(C2CCCCC2)CCC(OC(=O)C2c3ccccc3Oc3ccccc32)C1.[Br-],21522,23476,22599,24010,23811,12087,3384,5263,1642,1770,550,2575,652,1,0,0,0
Br.CN(CCN1CCCC1)C(=O)C(O)(c1cccs1)C1CCCCC1,21521,23475,22598,24009,23810,22956,13141,13173,1323,664,172,1888,1,1,0,0,0
C[N+]1(CC#CC(O)(c2ccccc2)C2CCCCC2)CCCC1.[Br-],3119,3305,2117,4852,4221,2849,1964,669,2164,712,172,635,19,5,0,0,0
CC[N+]1(CCC(O)(c2ccccc2)C2CCCCC2)CCCC1.[I-],3118,6649,4791,1343,1613,683,1963,669,249,712,172,635,0,0,0,0,0
C[N+]1(CCC(O)(c2ccccc2)C2CCCCC2)CCCC1.[Cl-],623,1878,1122,1343,1613,683,649,669,249,712,172,53,0,0,0,0,0
C[N+]1(CCCCCCCCCC[N+]2(C)CCCC2)CCCC1.[I-].[I-],68,138,104,254,414,592,496,456,447,278,151,273,163,204,8,0,0
C[N+]1(CCN(C2CCCCC2)C2CCCCC2)CCCC1.[Br-],1221,3304,2116,2951,4220,5542,5629,2807,1244,2408,172,1375,163,191,0,0,0
CC[N+]1(CC)CCC(=C(c2ccccc2)c2ccccc2)C1C.[Br-],21520,23474,22597,24008,23809,22955,21276,19394,16830,9598,0,1959,0,0,0,0,0
CCC(c1ccc([N+]2(C)CCCC2)cc1)C(CC)c1ccc([N+]2(C)CCCC2)cc1.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,21519,23473,22596,24007,23808,10304,11525,9188,12647,7252,236,6043,0,0,0,0,0
CC[N+]1(CC)CCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-],21518,23472,22595,1939,1611,267,110,112,27,18,12,11,0,0,0,0,0
CC[N+](C)(CC)CCOCC[N+]1(C)CCCC1.[I-].[I-],3117,3665,4790,2220,1261,1867,2362,2805,2971,1784,227,1432,163,204,39,0,0
